short_code,standard_code,stock_name,security_group_code,stock_base_price,regular_market_unit,after_hours_market_unit,trading_halt_yn,liquidation_yn,management_stock_yn,market_warning_code,market_warning_risk_yn,dishonest_disclosure_yn,bypass_listing_yn,lock_division_code,par_value_change_code,capital_increase_code,margin_rate,credit_order_yn,credit_period,prev_day_volume,stock_par_value,stock_listing_date,listed_shares_thousand,capital,settlement_month,public_offering_price,preferred_stock_code,short_sale_overheat_yn,unusual_rise_yn,krx300_stock_yn,sales,operating_profit,ordinary_profit,net_income,roe,base_year_month,prev_day_market_cap_billion,company_credit_limit_exceed_yn,collateral_loan_yn,securities_lending_yn
267080,KR7267080000,세븐브로이맥주,ST,000000486,00001,00001,Y,N,N,00,N,N,N,00,00,00,100,N,090,000000000000,000000000500,20240117,000000000011871,000000000005935704000,12,,0,,N,,000000085,-00000091,-00000173,-0175,000000000,20241231,000000057,N,N,N
270210,KR7270210008,에스알바이오텍,ST,000023250,00001,00001,N,N,N,00,N,N,N,00,00,00,100,N,090,000000000066,000000000500,20170615,000000000001664,000000000000832226500,12,,0,,N,,000000294,000000020,000000016,00016,000000396,20241231,000000386,N,N,N
276240,KR7276240009,엘리비젼,ST,000000374,00001,00001,N,N,N,00,N,N,N,00,00,00,100,N,090,000000006169,000000000500,20180705,000000000012313,000000000006156569000,12,,0,,N,,000000019,-00000008,-00000008,-0008,-36100000,20241231,000000046,N,N,N
278990,KR7278990007,EMB,ST,000003250,00001,00001,N,N,N,00,N,N,N,00,00,00,100,N,090,000000000082,000000000500,20171031,000000000008064,000000000004032388500,12,,0,,N,,000000277,000000006,000000037,00025,000000000,20241231,000000262,N,N,N
279060,KR7279060008,이노벡스,ST,000000115,00001,00001,Y,N,N,00,N,N,N,00,00,00,100,N,090,000000000000,000000000100,20190412,000000000009807,000000000000980786600,12,,0,,N,,000000062,-00000027,-00000027,-0027,-36100000,20241231,000000011,N,N,N
288490,KR7288490006,나라소프트,ST,000000000,00001,00001,N,Y,N,00,N,N,N,00,00,00,100,N,090,000000000000,000000000100,20181123,000000000017471,000000000001747157700,12,,0,,N,,000000004,-00000007,-00000012,-0012,-36100000,20241231,000000000,N,N,N
289170,KR7289170003,바이오텐,ST,000003200,00001,00001,N,N,N,00,N,N,N,00,00,00,100,N,090,000000000314,000000000500,20231013,000000000003576,000000000001788344500,12,,0,,N,,000000055,-00000009,-00000011,-0012,-00000044,20241231,000000114,N,N,N
296160,KR7296160005,프로젠,ST,000006040,00001,00001,N,N,N,00,N,N,N,00,00,00,100,N,090,000000004389,000000000500,20231115,000000000015375,000000000007687539500,12,,0,,N,,000000007,-00000167,-00000057,-0057,-00000015,20241231,000000928,N,N,N
296520,KR7296520000,가이아코퍼레이션,ST,000000492,00001,00001,N,N,N,00,N,N,N,00,00,00,100,N,090,000000000123,000000000500,20230620,000000000004667,000000000002333504000,12,,0,,N,,000000386,000000016,000000010,00008,000000000,20241231,000000022,N,N,N
299480,KR7299480004,지앤이헬스케어,ST,000000599,00001,00001,N,N,N,02,N,N,N,00,00,00,100,N,090,000000000002,000000000100,20180629,000000000011100,000000000001110074300,12,,0,,N,,000000031,-00000002,-00000001,-0001,000000000,20241231,000000066,N,N,N
302920,KR7302920004,더콘텐츠온,ST,000003100,00001,00001,N,N,N,00,N,N,N,00,00,00,100,N,090,000000000011,000000000500,20180813,000000000004552,000000000002276179500,12,,0,,N,,000000117,-00000004,-00000040,-0034,-00000048,20241231,000000141,N,N,N
311060,KR7311060008,엘에이티,ST,000003975,00001,00001,N,N,N,00,N,N,N,00,00,00,100,N,090,000000000973,000000000500,20181228,000000000007827,000000000003913567000,12,,0,,N,,000000408,000000006,000000001,00001,000000001,20241231,000000311,N,N,N
311960,KR7311960009,인터로이드,ST,000002080,00001,00001,N,N,N,00,N,N,N,00,00,00,100,N,090,000000000054,000000000500,20221129,000000000003062,000000000001531332000,12,,0,,N,,000000103,-00000033,-00000088,-0076,-00000093,20241231,000000063,N,N,N
317860,KR7317860005,노드메이슨,ST,000004685,00001,00001,N,N,N,00,N,N,N,00,00,00,100,N,090,000000000122,000000000500,20191206,000000000004513,000000000002256607500,12,,0,,N,,000000215,-00000002,-00000015,-0013,000000000,20241231,000000211,N,N,N
318660,KR7318660008,타임기술,ST,000004200,00001,00001,N,N,N,00,N,N,N,00,00,00,100,N,090,000000006799,000000000500,20210624,000000000002152,000000000001076050500,12,,0,,N,,000000052,-00000013,-00000015,-0015,-00000200,20241231,000000090,N,N,N
322970,KR7322970005,무진메디,ST,000001989,00001,00001,N,N,N,00,N,N,N,00,00,00,100,N,090,000000006256,000000000500,20200624,000000000010051,000000000005025989000,12,,0,,N,,000000001,-00000029,-00000062,-0062,-00000088,20241231,000000199,N,N,N
327610,KR7327610002,펨토바이오메드,ST,000001701,00001,00001,N,N,N,00,N,N,N,00,00,00,100,N,090,000000006122,000000000500,20190710,000000000008536,000000000004268043000,12,,0,,N,,000000002,-00000053,-00000049,-0049,-36100000,20241231,000000145,N,N,N
331660,KR7331660001,한국미라클피플사,ST,000015540,00001,00001,N,N,N,00,N,N,N,00,00,00,100,N,090,000000000100,000000000500,20191028,000000000001100,000000000000550000000,12,,0,,N,,000000276,000000020,000000010,00010,-36100000,20241231,000000170,N,N,N
332190,KR7332190008,오션스바이오,ST,000003730,00001,00001,N,N,N,00,N,N,N,00,00,00,100,N,090,000000000273,000000000100,20250114,000000000001477,000000000000147783900,12,,0,,N,,000000002,-00000019,-00000014,-0014,000000000,20241231,000000055,N,N,N
336040,KR7336040001,타스컴,ST,000004000,00001,00001,N,N,N,00,N,N,N,00,00,00,100,N,090,000000000013,000000000500,20191202,000000000005712,000000000002856405000,12,,0,,N,,000000065,-00000015,-00000017,-0017,-00000268,20241231,000000228,N,N,N
337840,KR7337840003,유엑스엔,ST,000008770,00001,00001,N,N,N,00,N,N,N,00,00,00,100,N,090,000000003588,000000000500,20191128,000000000004747,000000000002373768000,12,,0,,N,,000000005,-00000058,-00000003,-0003,-36100000,20241231,000000416,N,N,N
341170,KR7341170009,퓨쳐메디신,ST,000001599,00001,00001,N,N,N,00,N,N,N,00,00,00,100,N,090,000000023541,000000000500,20220727,000000000010533,000000000005266602500,12,,0,,N,,000000000,-00000041,-00000040,-0040,000000000,20241231,000000168,N,N,N
